Iteration,Encryption Time,Decryption Time
0, 3556, 3559
1, 3556, 3559
2, 3557, 3557
3, 3553, 3557
4, 3553, 3556
5, 3553, 3560
6, 3556, 3559
7, 3556, 3559
8, 3556, 3560
9, 3556, 3556
10, 3553, 3557
11, 3553, 3556
12, 3554, 3557
13, 3553, 3559
14, 3555, 3559
15, 3557, 3559
16, 3555, 3559
17, 3556, 3560
18, 3556, 3557
19, 3553, 3556
20, 3553, 3557
21, 3553, 3556
22, 3553, 3559
23, 3556, 3560
24, 3556, 3560
25, 3555, 3559
26, 3556, 3559
27, 3557, 3559
28, 3557, 3557
29, 3554, 3557
30, 3553, 3556
31, 3553, 3556
32, 3554, 3560
33, 3557, 3560
34, 3556, 3559
35, 3556, 3559
36, 3557, 3560
37, 3556, 3560
38, 3557, 3557
39, 3553, 3556
40, 3553, 3556
41, 3554, 3557
42, 3553, 3560
43, 3556, 3559
44, 3557, 3560
45, 3556, 3559
46, 3556, 3559
47, 3556, 3557
48, 3553, 3557
49, 3553, 3556
50, 3554, 3557
51, 3554, 3557
52, 3553, 3560
53, 3556, 3560
54, 3556, 3559
55, 3556, 3559
56, 3556, 3559
57, 3557, 3558
58, 3554, 3557
59, 3554, 3557
60, 3553, 3557
61, 3553, 3559
62, 3555, 3559
63, 3556, 3559
64, 3557, 3560
65, 3557, 3560
66, 3556, 3560
67, 3556, 3557
68, 3554, 3557
69, 3554, 3557
70, 3554, 3557
71, 3552, 3558
72, 3556, 3560
73, 3556, 3559
74, 3556, 3560
75, 3555, 3559
76, 3556, 3559
77, 3556, 3557
78, 3553, 3557
79, 3553, 3556
80, 3553, 3556
81, 3553, 3559
82, 3556, 3560
83, 3557, 3560
84, 3556, 3559
85, 3556, 3559
86, 3556, 3556
87, 3553, 3556
88, 3553, 3557
89, 3553, 3556
90, 3554, 3557
91, 3554, 3559
92, 3556, 3559
93, 3556, 3559
94, 3556, 3559
95, 3556, 3559
96, 3556, 3557
97, 3553, 3557
98, 3554, 3557
99, 3553, 3557
100, 3553, 3559
101, 3553, 3559
102, 3556, 3559
103, 3556, 3560
104, 3556, 3559
105, 3557, 3560
106, 3556, 3559
107, 3556, 3558
108, 3556, 3559
109, 3556, 3559
110, 3556, 3557
111, 3554, 3557
112, 3554, 3557
113, 3554, 3557
114, 3553, 3556
115, 3553, 3557
116, 3554, 3557
117, 3554, 3559
118, 3557, 3560
119, 3556, 3560
120, 3556, 3559
121, 3556, 3560
122, 3556, 3560
123, 3556, 3559
124, 3556, 3559
125, 3556, 3559
126, 3556, 3557
127, 3556, 3557
128, 3554, 3557
129, 3554, 3557
130, 3553, 3557
131, 3554, 3557
132, 3554, 3557
133, 3554, 3560
134, 3554, 3560
135, 3557, 3560
136, 3556, 3559
137, 3556, 3559
138, 3556, 3559
139, 3556, 3559
140, 3556, 3559
141, 3556, 3559
142, 3556, 3557
143, 3556, 3556
144, 3554, 3557
145, 3553, 3556
146, 3553, 3557
147, 3553, 3557
148, 3553, 3556
149, 3553, 3557
150, 3553, 3559
151, 3556, 3559
152, 3556, 3559
153, 3556, 3559
154, 3556, 3560
155, 3556, 3559
156, 3556, 3559
157, 3556, 3560
158, 3557, 3560
159, 3556, 3557
160, 3553, 3557
161, 3553, 3556
