Iteration,Encryption Time,Decryption Time
0, 384, 439
1, 385, 438
2, 387, 436
3, 384, 436
4, 385, 438
5, 388, 437
6, 387, 436
7, 385, 438
8, 384, 439
9, 387, 436
10, 385, 436
11, 385, 438
12, 387, 436
13, 387, 437
14, 385, 438
15, 385, 439
16, 387, 437
17, 384, 439
18, 385, 439
19, 387, 436
20, 384, 436
21, 385, 439
22, 387, 436
23, 385, 436
24, 384, 439
25, 387, 436
26, 385, 436
27, 384, 439
28, 387, 436
29, 388, 436
30, 385, 438
31, 384, 439
32, 388, 436
33, 384, 439
34, 384, 439
35, 387, 437
36, 384, 437
37, 385, 438
38, 387, 436
39, 385, 436
40, 384, 439
41, 387, 436
42, 384, 436
43, 384, 439
44, 387, 436
45, 387, 436
46, 384, 439
47, 387, 436
48, 387, 436
49, 384, 439
50, 384, 439
51, 387, 436
52, 384, 439
53, 384, 439
54, 387, 436
55, 384, 436
56, 384, 439
57, 387, 437
58, 384, 436
59, 384, 439
60, 388, 437
61, 384, 436
62, 384, 439
63, 387, 436
64, 387, 436
65, 384, 439
66, 384, 439
67, 387, 436
68, 384, 439
69, 385, 438
70, 387, 436
71, 384, 436
72, 385, 439
73, 387, 436
74, 385, 436
75, 385, 439
76, 387, 436
77, 385, 436
78, 385, 439
79, 388, 437
80, 387, 436
81, 384, 439
82, 384, 439
83, 387, 436
84, 385, 439
85, 385, 439
86, 387, 436
87, 384, 436
88, 384, 439
89, 387, 436
90, 384, 436
91, 385, 438
92, 387, 436
93, 385, 436
94, 384, 439
95, 387, 436
96, 387, 436
97, 384, 439
98, 384, 439
99, 387, 436
100, 384, 439
101, 384, 439
102, 387, 436
103, 384, 439
104, 387, 436
105, 384, 437
106, 385, 439
107, 387, 436
108, 385, 436
109, 385, 438
110, 387, 437
111, 384, 436
112, 384, 439
113, 387, 436
114, 385, 438
115, 384, 439
116, 387, 437
117, 384, 439
118, 387, 436
119, 387, 436
120, 384, 439
121, 387, 436
122, 384, 436
123, 385, 438
124, 387, 436
125, 385, 436
126, 384, 439
127, 387, 436
128, 384, 439
129, 384, 439
130, 387, 436
131, 384, 439
132, 384, 439
133, 387, 436
134, 384, 439
135, 387, 436
136, 385, 436
137, 385, 439
138, 388, 436
139, 384, 436
140, 384, 439
141, 387, 437
142, 385, 436
143, 384, 439
144, 387, 436
145, 384, 439
146, 384, 439
147, 387, 436
148, 384, 439
149, 387, 436
150, 388, 436
151, 385, 438
152, 387, 436
153, 385, 436
154, 384, 439
155, 387, 436
156, 385, 436
157, 385, 438
158, 387, 436
159, 385, 438
160, 384, 439
161, 387, 436
162, 385, 439
163, 385, 438
164, 387, 436
165, 384, 439
166, 387, 436
167, 384, 436
168, 384, 439
169, 387, 436
170, 384, 436
171, 384, 439
172, 387, 436
