Iteration,Encryption Time,Decryption Time
0, 1849, 3423
1, 1849, 3423
2, 1849, 3418
3, 1849, 3419
4, 1849, 3422
5, 1849, 3420
6, 1846, 3426
7, 1849, 3422
8, 1848, 3422
9, 1846, 3422
10, 1849, 3424
11, 1849, 3422
12, 1849, 3425
13, 1849, 3425
14, 1849, 3420
15, 1849, 3423
16, 1849, 3424
17, 1849, 3423
18, 1849, 3423
19, 1849, 3421
20, 1849, 3420
21, 1848, 3424
22, 1849, 3423
23, 1849, 3420
24, 1849, 3426
25, 1849, 3423
26, 1848, 3422
27, 1848, 3424
28, 1849, 3418
29, 1849, 3417
30, 1849, 3422
31, 1849, 3421
32, 1849, 3424
33, 1849, 3425
34, 1849, 3421
35, 1848, 3425
36, 1849, 3423
37, 1848, 3421
38, 1849, 3420
39, 1849, 3423
40, 1849, 3421
41, 1849, 3423
42, 1846, 3425
43, 1849, 3423
44, 1849, 3420
45, 1846, 3425
46, 1849, 3421
47, 1849, 3419
48, 1846, 3427
49, 1849, 3424
50, 1849, 3420
51, 1846, 3421
52, 1849, 3424
53, 1849, 3420
54, 1846, 3426
55, 1849, 3421
56, 1849, 3419
57, 1846, 3425
58, 1849, 3424
59, 1849, 3421
60, 1846, 3422
61, 1849, 3423
62, 1849, 3423
63, 1847, 3421
64, 1849, 3421
65, 1849, 3423
66, 1846, 3428
67, 1849, 3420
68, 1849, 3422
69, 1846, 3425
70, 1849, 3422
71, 1849, 3423
72, 1847, 3423
73, 1849, 3421
74, 1849, 3423
75, 1846, 3425
76, 1848, 3422
77, 1849, 3422
78, 1846, 3426
79, 1849, 3422
80, 1849, 3421
81, 1846, 3422
82, 1849, 3421
83, 1849, 3423
84, 1846, 3425
85, 1849, 3424
86, 1849, 3421
87, 1846, 3421
88, 1849, 3420
89, 1849, 3422
90, 1847, 3423
91, 1849, 3427
92, 1849, 3419
93, 1846, 3427
94, 1849, 3423
95, 1848, 3423
96, 1846, 3424
97, 1849, 3426
98, 1849, 3422
99, 1846, 3423
100, 1849, 3426
101, 1849, 3422
102, 1849, 3420
103, 1849, 3426
104, 1849, 3420
105, 1849, 3421
106, 1846, 3426
107, 1849, 3424
108, 1849, 3421
109, 1846, 3426
110, 1849, 3422
111, 1849, 3423
112, 1848, 3419
113, 1848, 3423
114, 1849, 3420
115, 1848, 3424
116, 1846, 3424
117, 1849, 3424
118, 1849, 3418
119, 1849, 3424
120, 1849, 3421
121, 1849, 3423
122, 1849, 3424
123, 1846, 3426
124, 1849, 3424
125, 1849, 3419
126, 1849, 3423
127, 1849, 3426
128, 1849, 3421
129, 1849, 3422
130, 1846, 3424
131, 1848, 3424
132, 1849, 3423
133, 1849, 3420
134, 1849, 3422
135, 1849, 3422
136, 1849, 3420
137, 1847, 3424
138, 1849, 3423
139, 1849, 3425
140, 1846, 3423
141, 1849, 3425
