Iteration,Encryption Time,Decryption Time
0, 455, 505
1, 452, 508
2, 452, 508
3, 455, 505
4, 455, 505
5, 451, 507
6, 452, 508
7, 454, 506
8, 455, 505
9, 452, 508
10, 452, 508
11, 455, 505
12, 452, 508
13, 452, 508
14, 455, 505
15, 452, 508
16, 452, 508
17, 455, 505
18, 452, 505
19, 453, 507
20, 455, 505
21, 455, 505
22, 452, 508
23, 455, 505
24, 455, 505
25, 452, 508
26, 452, 508
27, 455, 505
28, 452, 507
29, 452, 508
30, 455, 505
31, 452, 508
32, 452, 508
33, 455, 505
34, 452, 505
35, 452, 508
36, 455, 505
37, 455, 505
38, 452, 508
39, 455, 505
40, 455, 505
41, 452, 508
42, 452, 508
43, 455, 505
44, 452, 508
45, 452, 508
46, 455, 505
47, 452, 508
48, 452, 508
49, 455, 505
50, 452, 508
51, 452, 508
52, 455, 505
53, 455, 505
54, 452, 508
55, 455, 505
56, 454, 505
57, 452, 508
58, 455, 505
59, 454, 506
60, 453, 507
61, 452, 508
62, 454, 506
63, 452, 508
64, 452, 507
65, 454, 506
66, 452, 508
67, 452, 508
68, 455, 505
69, 452, 506
70, 452, 508
71, 455, 505
72, 455, 505
73, 452, 508
74, 455, 505
75, 454, 505
76, 452, 508
77, 452, 507
78, 454, 505
79, 452, 508
80, 452, 508
81, 454, 505
82, 452, 508
83, 452, 507
84, 455, 505
85, 452, 505
86, 452, 508
87, 455, 505
88, 454, 506
89, 452, 508
90, 455, 505
91, 455, 505
92, 452, 508
93, 452, 508
94, 454, 506
95, 452, 508
96, 452, 508
97, 454, 506
98, 452, 508
99, 452, 507
100, 455, 505
101, 452, 508
102, 452, 508
103, 455, 505
104, 452, 508
105, 452, 508
106, 454, 505
107, 452, 508
108, 454, 505
109, 455, 505
110, 452, 508
111, 455, 505
112, 455, 505
113, 452, 508
114, 454, 505
115, 452, 508
116, 452, 508
117, 454, 505
118, 452, 508
119, 452, 508
120, 455, 505
121, 452, 508
122, 452, 508
123, 454, 505
124, 452, 508
125, 454, 505
126, 455, 505
127, 452, 508
128, 455, 505
129, 452, 506
130, 452, 508
131, 455, 505
132, 452, 508
133, 452, 508
134, 455, 505
135, 452, 507
136, 452, 508
137, 454, 505
138, 452, 508
139, 455, 505
140, 454, 506
141, 452, 508
142, 454, 506
143, 455, 505
144, 452, 508
145, 455, 505
146, 452, 508
147, 452, 508
148, 455, 505
149, 452, 508
150, 452, 507
151, 455, 505
152, 452, 508
153, 454, 506
154, 454, 506
155, 452, 507
156, 454, 505
157, 454, 506
158, 452, 508
159, 455, 505
160, 452, 505
161, 452, 508
162, 455, 505
163, 452, 508
164, 452, 508
165, 455, 505
166, 452, 508
167, 452, 508
168, 455, 505
169, 452, 507
170, 455, 505
171, 455, 505
172, 452, 508
173, 455, 505
174, 452, 505
175, 452, 508
176, 455, 505
177, 452, 508
178, 452, 508
179, 455, 505
180, 452, 508
181, 452, 508
182, 454, 506
183, 452, 508
184, 455, 505
185, 454, 505
186, 452, 508
187, 455, 505
188, 454, 506
189, 452, 508
190, 454, 506
191, 452, 508
192, 452, 508
193, 455, 505
194, 452, 507
195, 452, 508
196, 455, 505
197, 452, 508
198, 452, 508
199, 455, 505
200, 452, 508
201, 454, 505
202, 455, 505
203, 452, 507
204, 454, 506
205, 452, 505
206, 452, 508
207, 455, 505
208, 452, 508
209, 452, 508
210, 454, 506
211, 452, 507
212, 452, 508
213, 454, 506
214, 452, 508
215, 455, 505
216, 455, 505
217, 452, 507
218, 455, 505
219, 455, 505
220, 452, 507
221, 455, 505
222, 452, 508
223, 452, 508
224, 455, 505
225, 452, 508
226, 452, 507
227, 455, 505
228, 452, 508
229, 452, 508
230, 455, 505
231, 452, 507
232, 454, 505
233, 454, 505
234, 452, 508
235, 455, 505
236, 452, 506
237, 452, 508
238, 455, 505
239, 452, 508
240, 452, 508
241, 455, 505
242, 452, 508
243, 452, 508
244, 455, 505
245, 452, 508
246, 455, 505
247, 454, 506
248, 452, 508
249, 455, 505
250, 452, 505
251, 452, 508
252, 455, 505
253, 452, 507
254, 452, 508
255, 455, 505
256, 452, 508
257, 452, 508
258, 455, 505
259, 453, 507
260, 454, 505
261, 455, 505
262, 452, 508
263, 455, 505
264, 455, 505
265, 452, 508
266, 455, 505
267, 452, 508
268, 452, 507
269, 455, 505
270, 452, 508
271, 452, 508
272, 454, 506
273, 452, 508
274, 452, 508
275, 454, 506
276, 452, 508
277, 455, 505
278, 454, 506
279, 452, 508
280, 455, 505
281, 452, 506
282, 452, 507
283, 454, 506
284, 452, 508
285, 452, 507
286, 454, 506
287, 452, 508
288, 452, 508
289, 455, 505
290, 452, 508
291, 454, 506
292, 455, 505
293, 452, 508
294, 455, 505
295, 455, 505
296, 452, 508
297, 454, 506
298, 452, 508
299, 452, 508
300, 454, 506
301, 452, 508
302, 452, 508
303, 455, 505
304, 452, 508
305, 452, 508
306, 454, 506
307, 452, 508
308, 455, 505
309, 455, 505
310, 452, 508
311, 455, 505
312, 452, 506
313, 452, 508
314, 455, 505
315, 452, 508
316, 452, 508
317, 454, 505
318, 452, 507
319, 452, 508
320, 455, 505
321, 452, 508
322, 455, 505
323, 455, 505
324, 452, 508
325, 454, 506
326, 455, 505
327, 452, 508
328, 455, 505
329, 452, 508
330, 452, 508
331, 455, 505
332, 452, 508
333, 452, 508
334, 455, 505
335, 452, 508
336, 455, 505
337, 455, 505
338, 452, 508
339, 454, 505
340, 455, 505
341, 452, 507
342, 454, 505
343, 452, 505
344, 452, 508
345, 455, 505
346, 452, 508
347, 452, 508
348, 455, 505
349, 452, 508
350, 452, 508
351, 454, 506
352, 452, 508
353, 455, 505
354, 454, 505
355, 452, 507
356, 454, 506
357, 452, 506
358, 452, 508
359, 455, 505
360, 452, 508
361, 452, 508
362, 455, 505
363, 452, 508
364, 452, 508
365, 454, 505
366, 452, 507
367, 455, 505
368, 455, 505
369, 452, 508
370, 454, 505
371, 454, 506
372, 453, 507
373, 454, 506
374, 452, 508
375, 452, 508
376, 455, 505
377, 452, 508
378, 452, 508
379, 455, 505
380, 452, 508
381, 452, 508
382, 454, 505
383, 452, 508
384, 455, 505
385, 454, 506
386, 453, 507
387, 455, 505
388, 452, 505
389, 452, 508
390, 455, 505
391, 452, 508
392, 452, 507
393, 455, 505
394, 452, 507
395, 452, 508
396, 454, 506
397, 452, 508
398, 454, 506
399, 455, 505
400, 452, 508
401, 455, 505
402, 454, 505
403, 452, 508
404, 454, 506
405, 452, 508
406, 452, 508
407, 455, 505
408, 452, 508
409, 452, 508
410, 455, 505
411, 452, 508
412, 452, 508
413, 455, 505
414, 452, 507
415, 455, 505
416, 455, 505
417, 452, 508
418, 455, 505
419, 452, 505
420, 452, 508
421, 454, 506
422, 452, 508
423, 452, 508
424, 454, 505
425, 452, 507
426, 452, 508
427, 455, 505
428, 452, 508
429, 455, 505
430, 455, 505
431, 452, 508
432, 455, 505
433, 452, 505
434, 452, 508
435, 455, 505
436, 452, 508
437, 453, 507
438, 454, 505
439, 452, 508
440, 452, 508
441, 454, 506
442, 452, 508
443, 454, 505
444, 455, 505
445, 452, 508
446, 455, 505
447, 455, 505
448, 452, 508
449, 455, 505
450, 452, 508
451, 452, 508
452, 454, 506
453, 452, 508
454, 452, 508
455, 455, 505
456, 452, 507
457, 452, 508
458, 454, 506
459, 452, 508
460, 455, 505
461, 454, 505
462, 452, 507
463, 454, 505
464, 452, 505
465, 452, 508
466, 454, 505
467, 452, 508
468, 452, 508
469, 455, 505
470, 452, 508
471, 452, 508
472, 454, 505
473, 452, 508
474, 454, 505
475, 455, 505
476, 452, 508
477, 455, 505
478, 455, 505
479, 453, 507
480, 455, 505
481, 452, 508
482, 452, 508
483, 455, 505
484, 452, 507
485, 452, 508
486, 455, 505
487, 452, 508
488, 452, 508
489, 455, 505
490, 452, 507
491, 455, 505
492, 455, 505
493, 452, 508
494, 455, 505
495, 452, 506
496, 452, 508
497, 455, 505
498, 452, 508
499, 452, 508
500, 454, 506
501, 452, 508
502, 452, 507
503, 455, 505
504, 452, 508
505, 454, 506
506, 455, 505
507, 452, 508
508, 454, 505
509, 455, 505
510, 452, 508
511, 455, 505
512, 452, 508
513, 452, 508
514, 455, 505
515, 452, 508
516, 452, 507
517, 455, 505
518, 452, 508
519, 454, 506
520, 454, 505
521, 452, 507
522, 455, 505
523, 455, 505
524, 452, 508
525, 455, 505
526, 452, 506
527, 452, 508
528, 454, 506
529, 452, 508
530, 452, 508
531, 455, 505
532, 452, 508
533, 452, 507
534, 455, 505
535, 452, 508
536, 454, 506
537, 454, 505
538, 453, 507
539, 455, 505
540, 452, 505
541, 452, 508
542, 455, 505
543, 452, 508
544, 452, 508
545, 454, 505
546, 452, 507
547, 452, 507
548, 455, 505
549, 452, 508
550, 455, 505
551, 455, 505
552, 452, 507
553, 455, 505
554, 455, 505
555, 452, 508
556, 454, 505
557, 452, 508
558, 452, 508
559, 455, 505
560, 452, 508
561, 452, 508
562, 454, 506
563, 452, 508
564, 452, 508
565, 454, 506
566, 452, 508
567, 455, 505
568, 454, 505
569, 452, 508
570, 455, 505
571, 452, 506
572, 452, 508
573, 455, 505
574, 452, 508
575, 452, 508
576, 455, 505
577, 452, 508
578, 452, 508
579, 455, 505
580, 452, 508
581, 454, 506
582, 455, 505
583, 452, 508
584, 455, 505
585, 454, 506
586, 452, 508
587, 455, 505
588, 452, 508
589, 452, 508
590, 455, 505
591, 452, 508
592, 452, 507
593, 455, 505
594, 452, 508
595, 452, 508
596, 454, 506
597, 453, 507
598, 455, 505
599, 455, 505
600, 452, 508
601, 455, 505
602, 452, 505
603, 452, 508
604, 455, 505
605, 452, 508
606, 452, 507
607, 454, 505
608, 452, 508
609, 452, 508
610, 455, 505
611, 452, 508
612, 455, 505
613, 454, 505
614, 452, 508
615, 455, 505
616, 455, 505
617, 452, 508
618, 455, 505
619, 452, 508
620, 452, 508
621, 455, 505
622, 452, 508
623, 452, 508
624, 455, 505
625, 452, 508
626, 454, 506
627, 454, 506
628, 452, 508
629, 454, 505
630, 455, 505
631, 452, 508
632, 454, 506
633, 452, 505
634, 452, 508
635, 455, 505
636, 452, 508
637, 452, 508
638, 455, 505
639, 452, 508
640, 452, 508
641, 455, 505
642, 452, 508
643, 455, 505
644, 454, 506
645, 452, 508
646, 455, 505
647, 452, 505
648, 452, 508
649, 455, 505
650, 452, 508
651, 452, 508
652, 455, 505
653, 452, 507
654, 452, 508
655, 455, 505
656, 452, 508
657, 454, 505
658, 455, 505
659, 452, 508
660, 455, 505
661, 455, 505
662, 452, 508
663, 455, 505
664, 452, 508
665, 452, 508
666, 455, 505
667, 452, 508
668, 452, 507
669, 455, 505
670, 452, 508
671, 452, 507
672, 454, 505
673, 452, 508
674, 455, 505
675, 455, 505
676, 452, 507
677, 455, 505
678, 452, 505
679, 452, 508
680, 455, 505
681, 452, 508
682, 452, 508
683, 454, 506
684, 452, 508
685, 452, 508
686, 454, 505
687, 452, 508
688, 455, 505
689, 454, 505
690, 452, 508
691, 455, 505
692, 455, 505
693, 452, 508
694, 455, 505
695, 452, 508
696, 452, 508
697, 455, 505
698, 452, 508
699, 452, 508
700, 455, 505
701, 452, 508
702, 455, 505
703, 454, 505
704, 452, 507
705, 455, 505
706, 455, 505
707, 452, 508
708, 455, 505
709, 452, 505
710, 452, 507
711, 455, 505
712, 452, 508
713, 452, 508
714, 455, 505
715, 452, 508
716, 452, 508
717, 455, 505
718, 452, 508
719, 455, 505
720, 455, 505
721, 452, 508
722, 454, 506
723, 452, 505
724, 452, 508
725, 455, 505
726, 452, 508
727, 452, 507
728, 455, 505
729, 452, 508
730, 452, 508
731, 455, 505
732, 452, 508
733, 455, 505
734, 455, 505
735, 452, 508
736, 454, 505
737, 455, 505
738, 452, 508
739, 454, 506
740, 452, 508
741, 452, 507
742, 454, 505
743, 452, 508
744, 452, 508
745, 455, 505
746, 452, 508
747, 452, 508
748, 455, 505
749, 452, 508
750, 455, 505
751, 454, 506
752, 452, 508
753, 455, 505
754, 452, 505
755, 452, 508
756, 454, 505
757, 452, 508
758, 452, 507
759, 455, 505
760, 452, 508
761, 452, 508
762, 454, 505
763, 452, 508
764, 454, 506
765, 455, 505
766, 452, 508
767, 455, 505
768, 454, 506
769, 452, 508
770, 455, 505
771, 452, 508
772, 452, 508
773, 455, 505
774, 452, 508
775, 452, 508
776, 454, 506
777, 452, 508
778, 452, 508
779, 455, 505
780, 452, 507
781, 455, 505
782, 455, 505
783, 452, 508
784, 455, 505
785, 452, 505
786, 452, 507
787, 455, 505
788, 452, 508
789, 452, 508
790, 454, 505
791, 452, 507
792, 452, 508
793, 454, 506
794, 452, 507
795, 454, 505
796, 455, 505
797, 452, 508
798, 455, 505
799, 455, 505
800, 452, 508
801, 454, 506
802, 452, 508
803, 453, 507
804, 455, 505
805, 452, 508
806, 452, 508
807, 455, 505
808, 452, 508
809, 455, 505
810, 454, 506
811, 452, 508
