Iteration,Encryption Time,Decryption Time
0, 3620, 3624
1, 3621, 3625
2, 3622, 3625
3, 3622, 3624
4, 3621, 3625
5, 3621, 3624
6, 3624, 3627
7, 3624, 3628
8, 3624, 3627
9, 3624, 3627
10, 3624, 3627
11, 3624, 3627
12, 3624, 3627
13, 3624, 3628
14, 3624, 3627
15, 3624, 3627
16, 3624, 3628
17, 3624, 3627
18, 3624, 3627
19, 3624, 3627
20, 3624, 3628
21, 3624, 3628
22, 3624, 3628
23, 3624, 3627
24, 3624, 3626
25, 3624, 3627
26, 3624, 3627
27, 3624, 3627
28, 3624, 3628
29, 3625, 3627
30, 3624, 3627
31, 3624, 3627
32, 3625, 3627
33, 3624, 3627
34, 3624, 3628
35, 3624, 3627
36, 3624, 3627
37, 3624, 3627
38, 3624, 3627
39, 3623, 3627
40, 3624, 3627
41, 3624, 3627
42, 3625, 3627
43, 3624, 3627
44, 3624, 3627
45, 3624, 3627
46, 3624, 3628
47, 3624, 3628
48, 3624, 3627
49, 3624, 3627
50, 3624, 3627
51, 3624, 3628
52, 3624, 3627
53, 3624, 3628
54, 3624, 3627
55, 3624, 3627
56, 3624, 3626
57, 3624, 3628
58, 3624, 3627
59, 3624, 3628
60, 3624, 3628
61, 3624, 3627
62, 3623, 3627
63, 3623, 3627
64, 3624, 3627
65, 3624, 3628
66, 3624, 3627
67, 3625, 3627
68, 3624, 3628
69, 3624, 3627
70, 3624, 3628
71, 3624, 3627
72, 3624, 3627
73, 3623, 3627
74, 3624, 3628
75, 3625, 3628
76, 3624, 3628
77, 3624, 3627
78, 3624, 3628
79, 3624, 3627
80, 3624, 3627
81, 3624, 3627
82, 3624, 3628
83, 3624, 3627
84, 3624, 3627
85, 3625, 3627
86, 3625, 3627
87, 3624, 3627
88, 3624, 3627
89, 3624, 3627
90, 3624, 3627
91, 3624, 3628
92, 3624, 3628
93, 3624, 3627
94, 3624, 3627
95, 3624, 3627
96, 3625, 3627
97, 3625, 3627
98, 3624, 3627
99, 3624, 3628
100, 3624, 3627
101, 3621, 3628
102, 3621, 3624
103, 3622, 3624
104, 3621, 3623
105, 3622, 3624
106, 3621, 3624
107, 3621, 3625
108, 3621, 3625
109, 3621, 3625
110, 3625, 3627
111, 3624, 3627
112, 3624, 3628
113, 3624, 3628
114, 3624, 3628
115, 3624, 3627
116, 3623, 3626
117, 3625, 3627
118, 3624, 3627
119, 3624, 3627
120, 3624, 3628
121, 3624, 3628
122, 3624, 3627
123, 3624, 3628
124, 3622, 3628
125, 3621, 3624
126, 3621, 3624
127, 3621, 3625
128, 3622, 3624
129, 3622, 3625
130, 3622, 3624
131, 3621, 3625
132, 3621, 3625
133, 3624, 3625
134, 3625, 3628
135, 3624, 3628
136, 3624, 3627
137, 3625, 3627
138, 3624, 3627
139, 3624, 3628
140, 3624, 3627
141, 3624, 3627
142, 3624, 3628
143, 3624, 3627
144, 3624, 3628
145, 3623, 3627
146, 3624, 3627
147, 3621, 3628
148, 3622, 3624
149, 3622, 3625
150, 3622, 3624
151, 3622, 3624
152, 3621, 3625
153, 3621, 3625
154, 3621, 3624
155, 3622, 3624
156, 3624, 3624
157, 3624, 3627
158, 3624, 3627
159, 3624, 3627
160, 3624, 3627
161, 3624, 3628
162, 3623, 3627
163, 3624, 3627
164, 3624, 3627
165, 3624, 3627
166, 3624, 3627
167, 3624, 3628
168, 3624, 3628
169, 3624, 3627
170, 3621, 3627
171, 3621, 3625
172, 3621, 3625
173, 3622, 3625
174, 3621, 3625
175, 3622, 3624
176, 3621, 3625
177, 3621, 3624
178, 3622, 3624
179, 3623, 3624
180, 3624, 3627
181, 3624, 3627
182, 3624, 3627
183, 3625, 3627
184, 3624, 3628
185, 3623, 3627
186, 3624, 3627
187, 3623, 3627
188, 3624, 3627
189, 3624, 3627
190, 3624, 3627
191, 3624, 3627
192, 3624, 3626
193, 3622, 3628
194, 3622, 3624
195, 3621, 3625
196, 3622, 3624
197, 3621, 3624
198, 3621, 3625
199, 3622, 3624
200, 3622, 3624
201, 3621, 3624
202, 3624, 3624
203, 3624, 3628
204, 3625, 3627
205, 3624, 3627
206, 3624, 3627
207, 3624, 3627
208, 3624, 3627
209, 3624, 3627
210, 3624, 3627
211, 3624, 3627
212, 3624, 3627
213, 3625, 3627
214, 3624, 3628
215, 3624, 3628
216, 3624, 3628
217, 3622, 3624
218, 3621, 3625
219, 3621, 3625
220, 3622, 3625
221, 3622, 3625
222, 3621, 3625
223, 3621, 3625
224, 3622, 3624
225, 3624, 3624
226, 3624, 3627
227, 3624, 3627
228, 3624, 3627
229, 3624, 3627
230, 3624, 3627
231, 3624, 3628
232, 3624, 3627
233, 3624, 3627
234, 3624, 3628
235, 3624, 3627
236, 3625, 3627
237, 3624, 3628
238, 3624, 3628
239, 3624, 3627
240, 3621, 3625
241, 3621, 3624
242, 3621, 3624
243, 3621, 3625
244, 3621, 3625
245, 3621, 3624
246, 3621, 3625
247, 3621, 3625
248, 3624, 3625
249, 3624, 3627
250, 3624, 3626
251, 3624, 3628
252, 3624, 3628
253, 3624, 3628
254, 3624, 3628
255, 3624, 3627
256, 3624, 3628
257, 3624, 3628
258, 3624, 3628
259, 3624, 3627
260, 3624, 3627
261, 3624, 3627
262, 3624, 3627
263, 3621, 3627
264, 3621, 3625
265, 3621, 3625
266, 3622, 3624
267, 3621, 3625
268, 3622, 3624
269, 3620, 3624
270, 3621, 3625
271, 3625, 3625
272, 3624, 3628
273, 3624, 3628
274, 3624, 3627
275, 3624, 3627
276, 3624, 3627
277, 3624, 3628
278, 3624, 3627
279, 3624, 3628
280, 3624, 3627
281, 3624, 3627
282, 3624, 3627
283, 3624, 3627
284, 3624, 3627
285, 3624, 3628
286, 3622, 3628
287, 3622, 3624
288, 3621, 3625
289, 3621, 3625
290, 3621, 3624
291, 3621, 3625
292, 3621, 3625
293, 3621, 3624
294, 3621, 3624
295, 3624, 3628
296, 3625, 3627
297, 3623, 3626
298, 3624, 3627
299, 3624, 3627
300, 3624, 3627
301, 3624, 3628
302, 3624, 3627
303, 3624, 3627
304, 3624, 3628
305, 3624, 3627
306, 3624, 3627
307, 3624, 3628
308, 3624, 3627
309, 3621, 3627
310, 3621, 3625
311, 3621, 3625
312, 3622, 3624
313, 3621, 3625
314, 3621, 3625
315, 3622, 3624
316, 3621, 3625
317, 3621, 3625
318, 3625, 3627
319, 3624, 3628
